商品名稱,留言網址,留言者,星等,留言時間,留言地點,SKU,留言內容,覺得留言有用人數
Astylish 女款 V 領捲袖鈕扣襯衫上衣,https://www.amazon.com/-/zh_TW/AN5W255378-P-T22-Astylish-%E5%A5%B3%E6%AC%BE-V-%E9%A0%98%E6%8D%B2%E8%A2%96%E9%88%95%E6%89%A3%E8%A5%AF%E8%A1%AB%E4%B8%8A%E8%A1%A3/product-reviews/B09V5LNQSC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,5.0,2024-03-19,美國,尺寸: X-Large顏色: Zz 天藍色,"
Just wore it for the first time today.  When I first got it, it felt weird and was kind of scratchy.  I washed it and put it in the dryer.  It did shrink a bit, but I like the fit better and while the arms became just a bit short, it doesn't bother me as I cuff them anyway.  But the great part is that it came out soft and comfy.  It's like having a brand new favorite old shirt.  Its something I will be able to wear year round.  The colors are nice and there was no fade when I washed it.  I usually wear large, but bought XL because I figured it would shrink.  If I had wanted it more of an oversized shirt, I would have bought 2XL hope that's helpful sizewise.
",31
Astylish 女款 V 領捲袖鈕扣襯衫上衣,https://www.amazon.com/-/zh_TW/AN5W255378-P-T22-Astylish-%E5%A5%B3%E6%AC%BE-V-%E9%A0%98%E6%8D%B2%E8%A2%96%E9%88%95%E6%89%A3%E8%A5%AF%E8%A1%AB%E4%B8%8A%E8%A1%A3/product-reviews/B09V5LNQSC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,M. Spenner,4.0,2023-07-05,美國,尺寸: Large顏色: U 紫色,"
I’ll try to add a picture later. I’m 5 foot 3, about 145 pounds. I bought the Medium. It fits really well, Super flattering. I have just purchased a couple more in different colors (blue and white) it is the perfect shirt for work. I sit and talk with people most of the day. Due to the shape of the shirt, I never have to worry if I am “hanging out” or if my mummy tummy (of 4) is sticking out… it just looks nice, does not seems to wrinkle at all. I wash mine on cold and immediately hang to dry and have not needed to iron. I only took one star off because I had hoped the fabric would be a tad softer. Linen can be nice, but this one is a tad rough- not horrible. It’s fine I wear it with a tank underneath and without- so it’s fine, but it’s not silky or cotton. The color was vibrant, lovely- I tucked just the front into my jeans and it gives a great look. Highly recommend this shirt.
",39
Astylish 女款 V 領捲袖鈕扣襯衫上衣,https://www.amazon.com/-/zh_TW/AN5W255378-P-T22-Astylish-%E5%A5%B3%E6%AC%BE-V-%E9%A0%98%E6%8D%B2%E8%A2%96%E9%88%95%E6%89%A3%E8%A5%AF%E8%A1%AB%E4%B8%8A%E8%A1%A3/product-reviews/B09V5LNQSC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Customer,5.0,2023-07-19,美國,尺寸: Small顏色: B 天藍色,"
I wanted a linen shirt, but linen clothing will wrinkle if you look at them funny.  I was hesitant to buy this because I worry about buying clothing online before I get a chance to try them on beforehand.This shirt is fantastic.  It has that linen look, without the high maintenance of linen.  I like that I can dress it up with a blazer, or without for a more casual look.  It straddles both look seamlessly.  I've taken this shirt on vacation where I had to wear it without the benefit of ironing it, and it looks fine.  The polyester keeps it from wrinkling too much.The only negatives are the sleeve lengths and the length of the shirt.  I'm not a tall, nor big person.  The size small fits me perfectly, but the sleeves can use an extra inch.  The hem length can use about 2 more inches so that it doesn't untuck so easily.
",22
Astylish 女款 V 領捲袖鈕扣襯衫上衣,https://www.amazon.com/-/zh_TW/AN5W255378-P-T22-Astylish-%E5%A5%B3%E6%AC%BE-V-%E9%A0%98%E6%8D%B2%E8%A2%96%E9%88%95%E6%89%A3%E8%A5%AF%E8%A1%AB%E4%B8%8A%E8%A1%A3/product-reviews/B09V5LNQSC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Rocio cha,3.0,2024-04-18,美國,尺寸: Medium顏色: U 淺卡其色,"
To small. I order a Med. And is to small and material is to raft and will make you itch..I will not buy it  again
",0
Astylish 女款 V 領捲袖鈕扣襯衫上衣,https://www.amazon.com/-/zh_TW/AN5W255378-P-T22-Astylish-%E5%A5%B3%E6%AC%BE-V-%E9%A0%98%E6%8D%B2%E8%A2%96%E9%88%95%E6%89%A3%E8%A5%AF%E8%A1%AB%E4%B8%8A%E8%A1%A3/product-reviews/B09V5LNQSC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Mary Gardner,5.0,2024-03-20,美國,尺寸: X-Large顏色: Ua Stripe,"
I love this blouse. I purchased the white with stripes. The fit is loose without looking too boxy and true to size. The fabric is soft, light and flowy, and super comfortable. Tucked in or loose, open front or layered over another shirt, it looks trendy and cute. I personally didn’t like it layered under a sweater but that’s just not my style.
",4
Astylish 女款 V 領捲袖鈕扣襯衫上衣,https://www.amazon.com/-/zh_TW/AN5W255378-P-T22-Astylish-%E5%A5%B3%E6%AC%BE-V-%E9%A0%98%E6%8D%B2%E8%A2%96%E9%88%95%E6%89%A3%E8%A5%AF%E8%A1%AB%E4%B8%8A%E8%A1%A3/product-reviews/B09V5LNQSC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Pearl,5.0,2024-02-11,美國,尺寸: Medium顏色: U 藍色,"
I read reviews that said to size up, shrinkage being an issue even with hand washing and hanging to dry. So I bought an x-tra large. And it was too big even after washing it in the machine on warm and drying on low. Next I bought a large, but it was still too big. I ended up buying a medium, machine washed it on cold and dried it in the dryer on low. No shrinking!  I’m pretty sensitive to fabrics, clothing tags, etc.  I thought they were actually quite soft. So I would say these run true to size, are quite soft and tolerated machine washing on cold and drying on low in the dryer without shrinking. I wil be purchasing more colors.
",25
Astylish 女款 V 領捲袖鈕扣襯衫上衣,https://www.amazon.com/-/zh_TW/AN5W255378-P-T22-Astylish-%E5%A5%B3%E6%AC%BE-V-%E9%A0%98%E6%8D%B2%E8%A2%96%E9%88%95%E6%89%A3%E8%A5%AF%E8%A1%AB%E4%B8%8A%E8%A1%A3/product-reviews/B09V5LNQSC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,S. Umlauf,2.0,2024-02-21,美國,尺寸: Large顏色: 白色,"
This shirt did not fit as described by the reviews or the size guide. I ordered the white shirt and the color was not consistent at all. The sleeves were more of an off white. The quality of the shirt was awful. I very much wanted to like this shirt, I had been waiting for it to go on sale and I bought it as soon as it did. Overall it was a miss.
",7
Astylish 女款 V 領捲袖鈕扣襯衫上衣,https://www.amazon.com/-/zh_TW/AN5W255378-P-T22-Astylish-%E5%A5%B3%E6%AC%BE-V-%E9%A0%98%E6%8D%B2%E8%A2%96%E9%88%95%E6%89%A3%E8%A5%AF%E8%A1%AB%E4%B8%8A%E8%A1%A3/product-reviews/B09V5LNQSC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Lisa831,4.0,2024-04-08,美國,尺寸: X-Large顏色: U 紫色,"
I usually wear an xl, so that's what I got. To achieve the loose/oversized look, you'll need to upsize. Nice material and beautiful purple color. I will be returning for the bigger size as I want a looser fit.
",0
Astylish 女款 V 領捲袖鈕扣襯衫上衣,https://www.amazon.com/-/zh_TW/AN5W255378-P-T22-Astylish-%E5%A5%B3%E6%AC%BE-V-%E9%A0%98%E6%8D%B2%E8%A2%96%E9%88%95%E6%89%A3%E8%A5%AF%E8%A1%AB%E4%B8%8A%E8%A1%A3/product-reviews/B09V5LNQSC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,SCVdeb,4.0,2024-04-04,美國,尺寸: Large顏色: 白色,"
I do like this shirt...it is a bit thin and does run small. I can usually wear a medium, but I ordered a large and it is still tight. Like a lot of Chinese made clothing the sizing is often off.  Otherwise a good value for what it is.
",1
Astylish 女款 V 領捲袖鈕扣襯衫上衣,https://www.amazon.com/-/zh_TW/AN5W255378-P-T22-Astylish-%E5%A5%B3%E6%AC%BE-V-%E9%A0%98%E6%8D%B2%E8%A2%96%E9%88%95%E6%89%A3%E8%A5%AF%E8%A1%AB%E4%B8%8A%E8%A1%A3/product-reviews/B09V5LNQSC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,SK,4.0,2024-04-16,美國,尺寸: X-Large顏色: 白色,"
The quality is excellent, and the style is exactly as shown, but it runs slightly small; I will send it back to order one size up.
",0
Astylish 女款 V 領捲袖鈕扣襯衫上衣,https://www.amazon.com/-/zh_TW/AN5W255378-P-T22-Astylish-%E5%A5%B3%E6%AC%BE-V-%E9%A0%98%E6%8D%B2%E8%A2%96%E9%88%95%E6%89%A3%E8%A5%AF%E8%A1%AB%E4%B8%8A%E8%A1%A3/product-reviews/B09V5LNQSC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,M Cassady,4.0,2024-03-06,美國,尺寸: Large顏色: 白色,"
As other reviewers have said the white is not bright as in the photo on the model but rather a yellowish white sort of an aged look. I would have preferred white but I do like the top so I’m going to keep it. If you were looking for an actual white I would keep looking and bypass this one.EDIT: I washed in Tide Oxy and it whitened up nicely. Not a Snow White but definitely no more yellow.
",2
Astylish 女款 V 領捲袖鈕扣襯衫上衣,https://www.amazon.com/-/zh_TW/AN5W255378-P-T22-Astylish-%E5%A5%B3%E6%AC%BE-V-%E9%A0%98%E6%8D%B2%E8%A2%96%E9%88%95%E6%89%A3%E8%A5%AF%E8%A1%AB%E4%B8%8A%E8%A1%A3/product-reviews/B09V5LNQSC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Rose A.,4.0,2024-04-15,美國,尺寸: X-Large顏色: B 天藍色,"
Ok
",1
Astylish 女款 V 領捲袖鈕扣襯衫上衣,https://www.amazon.com/-/zh_TW/AN5W255378-P-T22-Astylish-%E5%A5%B3%E6%AC%BE-V-%E9%A0%98%E6%8D%B2%E8%A2%96%E9%88%95%E6%89%A3%E8%A5%AF%E8%A1%AB%E4%B8%8A%E8%A1%A3/product-reviews/B09V5LNQSC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Linda Wilkerson,4.0,2024-04-11,美國,尺寸: Medium顏色: Zz 藍色,"
Color and style
",0
Astylish 女款 V 領捲袖鈕扣襯衫上衣,https://www.amazon.com/-/zh_TW/AN5W255378-P-T22-Astylish-%E5%A5%B3%E6%AC%BE-V-%E9%A0%98%E6%8D%B2%E8%A2%96%E9%88%95%E6%89%A3%E8%A5%AF%E8%A1%AB%E4%B8%8A%E8%A1%A3/product-reviews/B09V5LNQSC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Johana Tobon,4.0,2024-04-09,美國,尺寸: Medium顏色: U 紅色,"
Buen material, buen diseño
",0
Astylish 女款 V 領捲袖鈕扣襯衫上衣,https://www.amazon.com/-/zh_TW/AN5W255378-P-T22-Astylish-%E5%A5%B3%E6%AC%BE-V-%E9%A0%98%E6%8D%B2%E8%A2%96%E9%88%95%E6%89%A3%E8%A5%AF%E8%A1%AB%E4%B8%8A%E8%A1%A3/product-reviews/B09V5LNQSC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Jessica,4.0,2024-03-08,美國,尺寸: Medium顏色: 白色,"
I’m usually a small in shirts, especially baggy. So I sized up to a medium considering other reviews. Wish I had gone up to a large for the oversized baggy fit.
",2
Astylish 女款 V 領捲袖鈕扣襯衫上衣,https://www.amazon.com/-/zh_TW/AN5W255378-P-T22-Astylish-%E5%A5%B3%E6%AC%BE-V-%E9%A0%98%E6%8D%B2%E8%A2%96%E9%88%95%E6%89%A3%E8%A5%AF%E8%A1%AB%E4%B8%8A%E8%A1%A3/product-reviews/B09V5LNQSC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Bonnie L.,3.0,2024-03-15,美國,尺寸: XX-Large顏色: 白色,"
I was looking for an oversized linen like shirt to go over swimwear and tops in very hot weather.  It is an odd cut and it is very short.  I love white.  This came tea/cream.  I did boil it in Rit Color remover and it came closer to white.  I would have liked it more if it were more sheer.  The biggest problem is that I ordered it very large (two sizes too big) so that it would be longer and more of a coverup instead of a shirt.  The shirt was blousy but it was very short.  I made it work but it is not my favorite.  Meh..
",2
Astylish 女款 V 領捲袖鈕扣襯衫上衣,https://www.amazon.com/-/zh_TW/AN5W255378-P-T22-Astylish-%E5%A5%B3%E6%AC%BE-V-%E9%A0%98%E6%8D%B2%E8%A2%96%E9%88%95%E6%89%A3%E8%A5%AF%E8%A1%AB%E4%B8%8A%E8%A1%A3/product-reviews/B09V5LNQSC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,JDPINNC,4.0,2024-02-11,美國,尺寸: Medium顏色: 黑色,"
I bought this in the orange-red and the black. The orange-red is just red, so it’s not like the image shown. The black is fine. I washed it on the wrinkle reducer setting and it looks great. Sad about the other shirt as that’s the one I was excited about.
",7
Astylish 女款 V 領捲袖鈕扣襯衫上衣,https://www.amazon.com/-/zh_TW/AN5W255378-P-T22-Astylish-%E5%A5%B3%E6%AC%BE-V-%E9%A0%98%E6%8D%B2%E8%A2%96%E9%88%95%E6%89%A3%E8%A5%AF%E8%A1%AB%E4%B8%8A%E8%A1%A3/product-reviews/B09V5LNQSC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Brian Rasmussen,3.0,2024-04-18,美國,尺寸: Large顏色: U 淺綠色,"
This is a beautiful shirt.. BUT it shirks a lot! Washed on cold, dried in low as specified but this shrank so much that I can’t even button it. I wear a M or L depending on style. Went with a large because I wanted it over sized, which it was before washing.  So either don’t put in dryer or go 2 sizes bigger if you want it to fit
",0
Astylish 女款 V 領捲袖鈕扣襯衫上衣,https://www.amazon.com/-/zh_TW/AN5W255378-P-T22-Astylish-%E5%A5%B3%E6%AC%BE-V-%E9%A0%98%E6%8D%B2%E8%A2%96%E9%88%95%E6%89%A3%E8%A5%AF%E8%A1%AB%E4%B8%8A%E8%A1%A3/product-reviews/B09V5LNQSC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,5.0,2024-04-10,美國,尺寸: XX-Large顏色: 白色,"
What a nice shirt. It washed beautifully and I even put it in dryer which directions say don’t. But it came out fabulous and does not need to be ironed after dryer.
",1
Astylish 女款 V 領捲袖鈕扣襯衫上衣,https://www.amazon.com/-/zh_TW/AN5W255378-P-T22-Astylish-%E5%A5%B3%E6%AC%BE-V-%E9%A0%98%E6%8D%B2%E8%A2%96%E9%88%95%E6%89%A3%E8%A5%AF%E8%A1%AB%E4%B8%8A%E8%A1%A3/product-reviews/B09V5LNQSC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,GypsyChef Plantation,3.0,2024-03-01,美國,尺寸: X-Large顏色: B 天藍色,"
Although the title of this item reads ""Linen"", it most definitely is not.  That is, upon close examination, actually spelled out in the description on the Amazon ad.Although the photo shows the blouse as being a perky sky blue, it's actually a very very pale blue .. with a grey tinge and very light colored.  Definitely not a brilliant uplifting sky blue as I'd hoped.It drapes nicely (I'm 5'1"" and 150lb)  washes well (cold water, hang to dry) and irons easily.  It's comfy to wear and I DO like it and will keep it, but sadly, it's not what I signed up for.
",17
Astylish 女款 V 領捲袖鈕扣襯衫上衣,https://www.amazon.com/-/zh_TW/AN5W255378-P-T22-Astylish-%E5%A5%B3%E6%AC%BE-V-%E9%A0%98%E6%8D%B2%E8%A2%96%E9%88%95%E6%89%A3%E8%A5%AF%E8%A1%AB%E4%B8%8A%E8%A1%A3/product-reviews/B09V5LNQSC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Kimberly,4.0,2024-02-26,美國,尺寸: Medium顏色: 白色,"
I was expecting a bright white as shown in the images. Mine came in an off white or beige color. (Almost yellow)
",6
Astylish 女款 V 領捲袖鈕扣襯衫上衣,https://www.amazon.com/-/zh_TW/AN5W255378-P-T22-Astylish-%E5%A5%B3%E6%AC%BE-V-%E9%A0%98%E6%8D%B2%E8%A2%96%E9%88%95%E6%89%A3%E8%A5%AF%E8%A1%AB%E4%B8%8A%E8%A1%A3/product-reviews/B09V5LNQSC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Janice,5.0,2024-04-01,美國,尺寸: XX-Large顏色: B 天藍色,"
This is the second one of these shirts I’ve purchased this time it was the light blue size x-large for reference I’ve 5”8 223 pounds and the size is perfect. Nice quality material with just a little stretch. I probably will purchase another one! I would definitely recommend.
",4
Astylish 女款 V 領捲袖鈕扣襯衫上衣,https://www.amazon.com/-/zh_TW/AN5W255378-P-T22-Astylish-%E5%A5%B3%E6%AC%BE-V-%E9%A0%98%E6%8D%B2%E8%A2%96%E9%88%95%E6%89%A3%E8%A5%AF%E8%A1%AB%E4%B8%8A%E8%A1%A3/product-reviews/B09V5LNQSC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Stella K,3.0,2024-03-27,美國,尺寸: Medium顏色: Ua Floral 天藍色,"
This is a nice enough shirt, was flattering in it's design.  However the construction was wanting.  Threads were unclipped and worst of all buttons were missing.  If you are looking for a white shirt as it is listed in the description, this is not the white shirt you expect.  It's more off white or ivory, colors I don't do well in, so with all that back it went.
",0
Astylish 女款 V 領捲袖鈕扣襯衫上衣,https://www.amazon.com/-/zh_TW/AN5W255378-P-T22-Astylish-%E5%A5%B3%E6%AC%BE-V-%E9%A0%98%E6%8D%B2%E8%A2%96%E9%88%95%E6%89%A3%E8%A5%AF%E8%A1%AB%E4%B8%8A%E8%A1%A3/product-reviews/B09V5LNQSC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,L. B.,4.0,2023-07-25,美國,尺寸: Medium顏色: 灰色,"
I never write reviews, but this shirt deserves one. I was a little worried about ordering this shirt because of the ""often returned"" warning on it, but I'm so glad I did! It's one of my favorite shirts now! I absolutely love the linen look.I ordered the gray, which is more like a light tan in real life (I tried to edit the picture to be as close as possible to its actual color - it's a little less orangey in real life, but it's pretty close). I got the medium (bust 35, waist 33) and it's the perfect size for me.Some of the reviews said the material is scratchy, and it is a bit, but it's not a problem for me. I could see how it would bother people with more sensitive skin though. I washed it on cold and laid it flat to dry and didn't experience any shrinkage at all. There is some slight wrinkling and a little bit of pilling, but those are minor things.Overall, this is a great shirt! I would definitely consider getting it in a different color later on:)
",32
Astylish 女款 V 領捲袖鈕扣襯衫上衣,https://www.amazon.com/-/zh_TW/AN5W255378-P-T22-Astylish-%E5%A5%B3%E6%AC%BE-V-%E9%A0%98%E6%8D%B2%E8%A2%96%E9%88%95%E6%89%A3%E8%A5%AF%E8%A1%AB%E4%B8%8A%E8%A1%A3/product-reviews/B09V5LNQSC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Cariel Wagenman,5.0,2024-04-20,美國,尺寸: Medium顏色: B 天藍色,"
Nice comfortable fit great for over tanks.
",0
